match	team	th_skew	pr_skew	pool	r	username	pos	net_worth	kda	ruined	carried	mmr	delta
2024-11-10T21:00:00.000+03:00	RAD	53%	14%	64	L	fishscale	2	10000	8/8/5	18%	22%	1017 -> 1005	-11
2024-11-10T21:00:00.000+03:00	RAD	53%	14%	64	L	palec	4	10000	2/9/8	26%	17%	202 -> 185	-17
2024-11-10T21:00:00.000+03:00	RAD	53%	14%	64	L	imba	1	10000	6/6/3	19%	16%	652 -> 640	-12
2024-11-10T21:00:00.000+03:00	RAD	53%	14%	64	L	pizza	5	10000	2/7/10	16%	22%	325 -> 314	-10
2024-11-10T21:00:00.000+03:00	RAD	53%	14%	64	L	toyota	3	10000	3/8/11	19%	20%	492 -> 479	-12
2024-11-10T21:00:00.000+03:00	DIR	53%	14%	64	W	katokan	3	10000	5/3/24	11%	19%	663 -> 676	+12
2024-11-10T21:00:00.000+03:00	DIR	53%	14%	64	W	kebab	5	10000	7/9/12	49%	14%	408 -> 418	+9
2024-11-10T21:00:00.000+03:00	DIR	53%	14%	64	W	de	2	10000	6/6/27	25%	18%	401 -> 412	+11
2024-11-10T21:00:00.000+03:00	DIR	53%	14%	64	W	mugiwara	4	10000	6/2/28	6%	25%	481 -> 498	+16
2024-11-10T21:00:00.000+03:00	DIR	53%	14%	64	W	gantz	1	10000	13/2/15	6%	22%	684 -> 699	+14
2024-11-08T22:00:00.000+03:00	RAD	31%	3%	79	L	kebab	5	6422	1/9/8	33%	22%	435 -> 408	-27
2024-11-08T22:00:00.000+03:00	RAD	31%	3%	79	L	mugiwara	2	12588	2/5/6	12%	17%	491 -> 481	-9
2024-11-08T22:00:00.000+03:00	RAD	31%	3%	79	L	toyota	3	14338	4/9/6	15%	22%	504 -> 492	-12
2024-11-08T22:00:00.000+03:00	RAD	31%	3%	79	L	palec	4	8150	4/7/6	18%	25%	217 -> 202	-14
2024-11-08T22:00:00.000+03:00	RAD	31%	3%	79	L	de	1	13044	2/6/4	20%	12%	417 -> 401	-16
2024-11-08T22:00:00.000+03:00	DIR	31%	3%	79	W	menstruale	5	12821	9/3/13	26%	20%	509 -> 526	+16
2024-11-08T22:00:00.000+03:00	DIR	31%	3%	79	W	fishscale	2	19388	7/1/19	5%	23%	998 -> 1017	+18
2024-11-08T22:00:00.000+03:00	DIR	31%	3%	79	W	pizza	4	12200	2/3/24	31%	18%	310 -> 325	+14
2024-11-08T22:00:00.000+03:00	DIR	31%	3%	79	W	gantz	1	20042	9/5/20	31%	18%	669 -> 684	+14
2024-11-08T22:00:00.000+03:00	DIR	31%	3%	79	W	imba	3	18887	9/1/8	6%	20%	636 -> 652	+15
2024-11-08T21:00:00.000+03:00	RAD	35%	15%	58	L	gantz	2	19180	6/9/10	12%	17%	677 -> 669	-7
2024-11-08T21:00:00.000+03:00	RAD	35%	15%	58	L	de	3	13645	4/12/13	23%	17%	431 -> 417	-13
2024-11-08T21:00:00.000+03:00	RAD	35%	15%	58	L	toyota	1	19024	13/8/12	7%	27%	508 -> 504	-4
2024-11-08T21:00:00.000+03:00	RAD	35%	15%	58	L	palec	5	9601	1/13/15	37%	16%	238 -> 217	-21
2024-11-08T21:00:00.000+03:00	RAD	35%	15%	58	L	pizza	4	9129	4/8/14	19%	20%	322 -> 310	-11
2024-11-08T21:00:00.000+03:00	DIR	35%	15%	58	W	menstruale	5	13052	8/10/22	50%	16%	500 -> 509	+9
2024-11-08T21:00:00.000+03:00	DIR	35%	15%	58	W	mugiwara	2	30232	10/5/29	8%	21%	478 -> 491	+12
2024-11-08T21:00:00.000+03:00	DIR	35%	15%	58	W	imba	3	21228	10/5/27	12%	21%	623 -> 636	+12
2024-11-08T21:00:00.000+03:00	DIR	35%	15%	58	W	fishscale	1	32897	14/2/15	3%	21%	985 -> 998	+12
2024-11-08T21:00:00.000+03:00	DIR	35%	15%	58	W	sobolew	4	16901	8/7/25	25%	18%	558 -> 569	+10
2024-11-02T22:00:00.000+03:00	RAD	67%	58%	51	L	fishscale	2	43129	13/7/19	6%	22%	989 -> 985	-3
2024-11-02T22:00:00.000+03:00	RAD	67%	58%	51	L	toyota	5	15940	2/14/22	58%	14%	539 -> 508	-30
2024-11-02T22:00:00.000+03:00	RAD	67%	58%	51	L	sobolew	4	22214	7/8/29	15%	22%	566 -> 558	-7
2024-11-02T22:00:00.000+03:00	RAD	67%	58%	51	L	mugiwara	3	25859	6/7/21	14%	17%	486 -> 478	-7
2024-11-02T22:00:00.000+03:00	RAD	67%	58%	51	L	imba	1	41673	18/5/11	4%	23%	626 -> 623	-2
2024-11-02T22:00:00.000+03:00	DIR	67%	58%	51	W	katokan	1	44768	18/5/8	3%	25%	650 -> 663	+13
2024-11-02T22:00:00.000+03:00	DIR	67%	58%	51	W	de	4	21015	1/12/25	28%	16%	423 -> 431	+8
2024-11-02T22:00:00.000+03:00	DIR	67%	58%	51	W	yak	2	40608	17/8/19	5%	28%	505 -> 520	+14
2024-11-02T22:00:00.000+03:00	DIR	67%	58%	51	W	pizza	5	16119	1/12/17	45%	13%	315 -> 322	+6
2024-11-02T22:00:00.000+03:00	DIR	67%	58%	51	W	kebab	3	26123	3/9/22	16%	16%	427 -> 435	+8
2024-11-02T21:00:00.000+03:00	RAD	66%	32%	57	L	fishscale	4	16802	2/5/27	9%	24%	994 -> 989	-5
2024-11-02T21:00:00.000+03:00	RAD	66%	32%	57	L	gantz	1	24604	9/6/5	12%	15%	684 -> 677	-7
2024-11-02T21:00:00.000+03:00	RAD	66%	32%	57	L	toyota	3	21421	10/8/12	13%	21%	546 -> 539	-7
2024-11-02T21:00:00.000+03:00	RAD	66%	32%	57	L	kebab	5	11381	2/12/22	43%	18%	452 -> 427	-25
2024-11-02T21:00:00.000+03:00	RAD	66%	32%	57	L	katokan	2	20340	10/11/14	20%	20%	663 -> 650	-12
2024-11-02T21:00:00.000+03:00	DIR	66%	32%	57	W	yak	1	27893	17/6/18	8%	26%	490 -> 505	+15
2024-11-02T21:00:00.000+03:00	DIR	66%	32%	57	W	de	5	12624	3/8/27	31%	20%	411 -> 423	+11
2024-11-02T21:00:00.000+03:00	DIR	66%	32%	57	W	sobolew	3	22863	10/6/18	12%	21%	554 -> 566	+12
2024-11-02T21:00:00.000+03:00	DIR	66%	32%	57	W	imba	2	28692	7/5/13	10%	15%	617 -> 626	+9
2024-11-02T21:00:00.000+03:00	DIR	66%	32%	57	W	bnc	4	14420	4/8/16	37%	15%	395 -> 404	+8
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	sobolew	3	12778	5/8/11	10%	22%	561 -> 554	-7
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	fishscale	2	16155	9/5/9	4%	28%	997 -> 994	-2
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	pizza	4	6512	0/14/10	62%	13%	356 -> 315	-41
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	1	18274	5/7/6	13%	19%	404 -> 395	-8
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	1	18274	5/7/6	13%	19%	413 -> 404	-8
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	1	18274	5/7/6	9%	15%	419 -> 413	-6
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	1	18274	5/7/6	9%	15%	426 -> 419	-6
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	5	7624	4/5/3	13%	19%	404 -> 395	-8
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	5	7624	4/5/3	13%	19%	413 -> 404	-8
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	5	7624	4/5/3	9%	15%	419 -> 413	-6
2024-11-01T22:00:00.000+03:00	RAD	58%	13%	66	L	bnc	5	7624	4/5/3	9%	15%	426 -> 419	-6
2024-11-01T22:00:00.000+03:00	DIR	58%	13%	66	W	yak	2	18878	11/5/9	14%	18%	478 -> 490	+12
2024-11-01T22:00:00.000+03:00	DIR	58%	13%	66	W	palec	5	9743	3/7/15	47%	15%	228 -> 238	+10
2024-11-01T22:00:00.000+03:00	DIR	58%	13%	66	W	de	4	11425	1/5/26	23%	18%	398 -> 411	+12
2024-11-01T22:00:00.000+03:00	DIR	58%	13%	66	W	gantz	1	23745	15/2/11	3%	26%	666 -> 684	+18
2024-11-01T22:00:00.000+03:00	DIR	58%	13%	66	W	toyota	3	15777	8/4/16	12%	20%	533 -> 546	+13
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	21%	21%	441 -> 426	-15
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	21%	21%	456 -> 441	-15
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	11%	18%	464 -> 456	-7
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	11%	18%	472 -> 464	-7
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	16%	16%	483 -> 472	-11
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	bnc	2	31092	7/12/18	16%	16%	495 -> 483	-11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	21%	21%	441 -> 426	-15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	21%	21%	456 -> 441	-15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	11%	18%	464 -> 456	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	11%	18%	472 -> 464	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	16%	16%	483 -> 472	-11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	1	23976	9/4/29	16%	16%	495 -> 483	-11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	21%	21%	441 -> 426	-15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	21%	21%	456 -> 441	-15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	11%	18%	464 -> 456	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	11%	18%	472 -> 464	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	16%	16%	483 -> 472	-11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	bnc	4	32174	13/12/37	16%	16%	495 -> 483	-11
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	yak	1	35932	17/12/9	26%	15%	496 -> 478	-18
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	yak	1	35932	17/12/9	11%	20%	504 -> 496	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	yak	2	32428	13/11/21	26%	15%	496 -> 478	-18
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	yak	2	32428	13/11/21	11%	20%	504 -> 496	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	imba	5	28780	18/8/26	14%	23%	627 -> 617	-10
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	toyota	4	27208	8/10/26	25%	20%	550 -> 533	-17
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	L	toyota	4	27208	8/10/26	10%	23%	558 -> 550	-7
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	toyota	3	27125	13/11/33	25%	20%	550 -> 533	-17
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	L	toyota	3	27125	13/11/33	10%	23%	558 -> 550	-7
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	pizza	5	19835	5/17/30	28%	20%	342 -> 356	+14
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	bnc	2	31092	7/12/18	21%	21%	480 -> 495	+15
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	bnc	2	31092	7/12/18	11%	18%	467 -> 480	+12
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	bnc	2	31092	7/12/18	16%	16%	456 -> 467	+11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	1	23976	9/4/29	21%	21%	480 -> 495	+15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	1	23976	9/4/29	11%	18%	467 -> 480	+12
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	1	23976	9/4/29	16%	16%	456 -> 467	+11
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	4	32174	13/12/37	21%	21%	480 -> 495	+15
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	4	32174	13/12/37	11%	18%	467 -> 480	+12
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	bnc	4	32174	13/12/37	16%	16%	456 -> 467	+11
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	yak	1	35932	17/12/9	26%	15%	493 -> 504	+10
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	yak	1	35932	17/12/9	11%	20%	479 -> 493	+13
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	yak	2	32428	13/11/21	26%	15%	493 -> 504	+10
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	yak	2	32428	13/11/21	11%	20%	479 -> 493	+13
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	toyota	4	27208	8/10/26	25%	20%	544 -> 558	+14
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	toyota	4	27208	8/10/26	10%	23%	528 -> 544	+16
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	toyota	3	27125	13/11/33	25%	20%	544 -> 558	+14
2024-11-01T21:00:00.000+03:00	RAD	28%	5%	69	W	toyota	3	27125	13/11/33	10%	23%	528 -> 544	+16
2024-11-01T21:00:00.000+03:00	DIR	28%	5%	69	W	kebab	3	17197	9/16/23	32%	19%	438 -> 452	+13
2024-10-26T21:00:00.000+03:00	DIR	68%	86%	52	L	yak	1	35932	17/12/9	11%	20%	485 -> 479	-6
2024-10-26T21:00:00.000+03:00	DIR	68%	86%	52	L	pizza	4	19835	5/17/30	29%	20%	358 -> 342	-15
2024-10-26T21:00:00.000+03:00	DIR	68%	86%	52	L	toyota	3	27208	8/10/26	11%	22%	534 -> 528	-6
2024-10-26T21:00:00.000+03:00	DIR	68%	86%	52	L	kebab	5	17197	9/16/23	30%	21%	454 -> 438	-15
2024-10-26T21:00:00.000+03:00	DIR	68%	86%	52	L	bnc	2	31092	7/12/18	16%	16%	464 -> 456	-8
2024-10-26T21:00:00.000+03:00	RAD	68%	86%	52	W	fishscale	5	23976	9/4/29	9%	21%	986 -> 997	+11
2024-10-26T21:00:00.000+03:00	RAD	68%	86%	52	W	mugiwara	4	27125	13/11/33	24%	20%	475 -> 486	+10
2024-10-26T21:00:00.000+03:00	RAD	68%	86%	52	W	sobolew	3	32174	13/12/37	22%	20%	550 -> 561	+10
2024-10-26T21:00:00.000+03:00	RAD	68%	86%	52	W	starlight	1	32428	13/11/21	27%	15%	654 -> 661	+7
2024-10-26T21:00:00.000+03:00	RAD	68%	86%	52	W	imba	2	28780	18/8/26	15%	21%	616 -> 627	+11
2024-10-25T23:00:00.000+03:00	DIR	38%	622%	87	L	yak	4	6031	2/11/7	29%	19%	511 -> 485	-25
2024-10-25T23:00:00.000+03:00	DIR	38%	622%	87	L	fishscale	3	12644	11/7/4	4%	36%	990 -> 986	-4
2024-10-25T23:00:00.000+03:00	DIR	38%	622%	87	L	sobolew	1	12734	2/6/1	18%	8%	566 -> 550	-15
2024-10-25T23:00:00.000+03:00	DIR	38%	622%	87	L	poopy	2	9037	3/5/5	9%	18%	471 -> 462	-8
2024-10-25T23:00:00.000+03:00	DIR	38%	622%	87	L	palec	5	5481	1/12/6	37%	18%	261 -> 228	-33
2024-10-25T23:00:00.000+03:00	RAD	38%	622%	87	W	bnc	1	17118	11/2/4	5%	15%	451 -> 464	+13
2024-10-25T23:00:00.000+03:00	RAD	38%	622%	87	W	toyota	3	14940	10/2/15	4%	22%	514 -> 534	+19
2024-10-25T23:00:00.000+03:00	RAD	38%	622%	87	W	mugiwara	2	16420	15/1/15	1%	30%	448 -> 475	+26
2024-10-25T23:00:00.000+03:00	RAD	38%	622%	87	W	kebab	5	7901	5/3/23	12%	21%	436 -> 454	+18
2024-10-25T23:00:00.000+03:00	RAD	38%	622%	87	W	pizza	4	8645	0/11/21	77%	11%	348 -> 358	+9
2024-10-25T22:00:00.000+03:00	DIR	39%	307%	75	L	mugiwara	2	13910	5/5/5	8%	19%	455 -> 448	-6
2024-10-25T22:00:00.000+03:00	DIR	39%	307%	75	L	palec	5	6687	2/9/11	28%	23%	283 -> 261	-21
2024-10-25T22:00:00.000+03:00	DIR	39%	307%	75	L	poopy	3	11247	1/8/8	22%	15%	488 -> 471	-17
2024-10-25T22:00:00.000+03:00	DIR	39%	307%	75	L	yana	4	8533	4/12/7	34%	20%	512 -> 486	-25
2024-10-25T22:00:00.000+03:00	DIR	39%	307%	75	L	fishscale	1	21405	7/5/4	5%	21%	994 -> 990	-4
2024-10-25T22:00:00.000+03:00	RAD	39%	307%	75	W	bnc	2	22687	16/2/13	2%	29%	429 -> 451	+22
2024-10-25T22:00:00.000+03:00	RAD	39%	307%	75	W	pizza	5	8298	4/8/14	58%	14%	337 -> 348	+11
2024-10-25T22:00:00.000+03:00	RAD	39%	307%	75	W	sobolew	1	21100	6/2/6	7%	12%	557 -> 566	+9
2024-10-25T22:00:00.000+03:00	RAD	39%	307%	75	W	toyota	3	18394	13/3/15	5%	26%	495 -> 514	+19
2024-10-25T22:00:00.000+03:00	RAD	39%	307%	75	W	kebab	4	10076	0/5/26	25%	17%	423 -> 436	+12
2024-10-25T21:00:00.000+03:00	DIR	66%	951%	85	L	palec	5	5975	1/13/7	42%	20%	319 -> 283	-35
2024-10-25T21:00:00.000+03:00	DIR	66%	951%	85	L	kebab	4	6606	1/4/7	10%	23%	431 -> 423	-8
2024-10-25T21:00:00.000+03:00	DIR	66%	951%	85	L	poopy	2	8862	0/6/4	26%	10%	511 -> 488	-22
2024-10-25T21:00:00.000+03:00	DIR	66%	951%	85	L	toyota	3	9772	2/5/6	9%	20%	503 -> 495	-8
2024-10-25T21:00:00.000+03:00	DIR	66%	951%	85	L	bnc	1	11203	9/8/1	11%	25%	438 -> 429	-9
2024-10-25T21:00:00.000+03:00	RAD	66%	951%	85	W	mugiwara	3	16487	10/1/14	2%	25%	434 -> 455	+21
2024-10-25T21:00:00.000+03:00	RAD	66%	951%	85	W	fishscale	1	15349	1/3/12	28%	8%	987 -> 994	+6
2024-10-25T21:00:00.000+03:00	RAD	66%	951%	85	W	pizza	5	9597	3/6/18	50%	14%	324 -> 337	+12
2024-10-25T21:00:00.000+03:00	RAD	66%	951%	85	W	sobolew	2	13371	14/3/19	10%	25%	535 -> 557	+21
2024-10-25T21:00:00.000+03:00	RAD	66%	951%	85	W	yana	4	12221	6/2/27	7%	25%	490 -> 512	+21
2024-08-29T22:00:00.000+03:00	DIR	45%	600%	83	L	gantz	1	16529	5/10/4	15%	16%	679 -> 666	-13
2024-08-29T22:00:00.000+03:00	DIR	45%	600%	83	L	poopy	3	11266	2/11/9	21%	19%	529 -> 511	-18
2024-08-29T22:00:00.000+03:00	DIR	45%	600%	83	L	imba	2	12593	2/7/6	15%	15%	628 -> 616	-12
2024-08-29T22:00:00.000+03:00	DIR	45%	600%	83	L	palec	4	7179	3/11/6	32%	20%	346 -> 319	-27
2024-08-29T22:00:00.000+03:00	DIR	45%	600%	83	L	de	5	7673	3/8/11	15%	28%	411 -> 398	-12
2024-08-29T22:00:00.000+03:00	RAD	45%	600%	83	W	emperor	4	13514	10/4/27	18%	22%	486 -> 505	+19
2024-08-29T22:00:00.000+03:00	RAD	45%	600%	83	W	toyota	3	19488	5/3/21	13%	16%	489 -> 503	+13
2024-08-29T22:00:00.000+03:00	RAD	45%	600%	83	W	bnc	2	12402	8/2/15	14%	16%	424 -> 438	+13
2024-08-29T22:00:00.000+03:00	RAD	45%	600%	83	W	deniska	1	30372	19/1/11	1%	27%	735 -> 758	+23
2024-08-29T22:00:00.000+03:00	RAD	45%	600%	83	W	aizlkel	5	10413	5/6/23	51%	16%	176 -> 190	+13
2024-08-29T21:00:00.000+03:00	RAD	53%	30%	55	L	de	4	12018	9/12/21	18%	25%	422 -> 411	-10
2024-08-29T21:00:00.000+03:00	RAD	53%	30%	55	L	palec	5	8459	0/9/10	44%	11%	371 -> 346	-25
2024-08-29T21:00:00.000+03:00	RAD	53%	30%	55	L	dimka	3	13867	6/7/15	12%	19%	566 -> 559	-6
2024-08-29T21:00:00.000+03:00	RAD	53%	30%	55	L	wu3oud	1	21344	10/8/13	8%	20%	525 -> 520	-4
2024-08-29T21:00:00.000+03:00	RAD	53%	30%	55	L	gantz	2	12402	11/9/14	15%	22%	687 -> 679	-8
2024-08-29T21:00:00.000+03:00	DIR	53%	30%	55	W	bnc	1	18908	16/7/13	7%	20%	413 -> 424	+11
2024-08-29T21:00:00.000+03:00	DIR	53%	30%	55	W	deniska	2	29172	10/0/20	0%	28%	719 -> 735	+16
2024-08-29T21:00:00.000+03:00	DIR	53%	30%	55	W	emperor	4	15605	10/12/21	17%	19%	475 -> 486	+10
2024-08-29T21:00:00.000+03:00	DIR	53%	30%	55	W	imba	3	14901	6/8/27	12%	19%	617 -> 628	+10
2024-08-29T21:00:00.000+03:00	DIR	53%	30%	55	W	aizlkel	5	8091	2/12/13	61%	10%	170 -> 176	+6
2024-08-24T21:00:00.000+03:00	DIR	47%	38%	52	L	katokan	3	23785	9/6/18	15%	19%	670 -> 663	-7
2024-08-24T21:00:00.000+03:00	DIR	47%	38%	52	L	gantz	1	32484	13/7/18	12%	21%	694 -> 687	-6
2024-08-24T21:00:00.000+03:00	DIR	47%	38%	52	L	aizlkel	4	14247	4/9/25	42%	17%	192 -> 170	-22
2024-08-24T21:00:00.000+03:00	DIR	47%	38%	52	L	de	5	18599	3/7/27	22%	19%	434 -> 422	-11
2024-08-24T21:00:00.000+03:00	DIR	47%	38%	52	L	imba	2	29485	9/4/19	7%	21%	621 -> 617	-4
2024-08-24T21:00:00.000+03:00	RAD	47%	38%	52	W	yak	3	34914	7/6/19	7%	22%	499 -> 511	+11
2024-08-24T21:00:00.000+03:00	RAD	47%	38%	52	W	dimka	2	26832	9/8/15	14%	20%	556 -> 566	+10
2024-08-24T21:00:00.000+03:00	RAD	47%	38%	52	W	pizza	4	15386	2/11/25	38%	19%	314 -> 324	+9
2024-08-24T21:00:00.000+03:00	RAD	47%	38%	52	W	deniska	1	35627	8/6/15	8%	19%	709 -> 719	+10
2024-08-24T21:00:00.000+03:00	RAD	47%	38%	52	W	doge	5	14577	6/8/12	30%	18%	435 -> 445	+9
2024-08-23T21:00:00.000+03:00	DIR	51%	55%	50	L	deniska	1	29810	11/3/9	3%	21%	711 -> 709	-1
2024-08-23T21:00:00.000+03:00	DIR	51%	55%	50	L	doge	2	14174	5/7/20	20%	18%	446 -> 435	-10
2024-08-23T21:00:00.000+03:00	DIR	51%	55%	50	L	bnc	3	14803	9/10/11	29%	17%	428 -> 413	-14
2024-08-23T21:00:00.000+03:00	DIR	51%	55%	50	L	pizza	4	11127	8/5/15	15%	22%	322 -> 314	-7
2024-08-23T21:00:00.000+03:00	DIR	51%	55%	50	L	yak	5	16846	3/14/27	31%	20%	515 -> 499	-15
2024-08-23T21:00:00.000+03:00	RAD	51%	55%	50	W	de	4	17026	4/8/18	24%	17%	425 -> 434	+8
2024-08-23T21:00:00.000+03:00	RAD	51%	55%	50	W	starlight	2	27141	6/6/19	10%	19%	644 -> 654	+9
2024-08-23T21:00:00.000+03:00	RAD	51%	55%	50	W	gantz	1	31130	20/4/2	4%	26%	681 -> 694	+13
2024-08-23T21:00:00.000+03:00	RAD	51%	55%	50	W	aizlkel	5	12875	2/10/20	42%	16%	184 -> 192	+8
2024-08-23T21:00:00.000+03:00	RAD	51%	55%	50	W	emperor	3	21566	6/8/21	17%	20%	464 -> 475	+10
2024-08-22T22:00:00.000+03:00	RAD	52%	36%	53	L	deniska	2	35317	6/6/15	5%	16%	714 -> 711	-3
2024-08-22T22:00:00.000+03:00	RAD	52%	36%	53	L	imba	3	21498	13/10/16	11%	23%	627 -> 621	-5
2024-08-22T22:00:00.000+03:00	RAD	52%	36%	53	L	aizlkel	5	14558	1/17/19	47%	13%	209 -> 184	-25
2024-08-22T22:00:00.000+03:00	RAD	52%	36%	53	L	bnc	1	37899	16/6/14	3%	26%	429 -> 428	-1
2024-08-22T22:00:00.000+03:00	RAD	52%	36%	53	L	emperor	4	13822	7/15/20	32%	19%	482 -> 464	-17
2024-08-22T22:00:00.000+03:00	DIR	52%	36%	53	W	gantz	1	32101	15/8/23	13%	20%	669 -> 681	+11
2024-08-22T22:00:00.000+03:00	DIR	52%	36%	53	W	pizza	4	28078	8/5/30	9%	22%	310 -> 322	+11
2024-08-22T22:00:00.000+03:00	DIR	52%	36%	53	W	yak	2	42348	14/11/26	14%	20%	504 -> 515	+10
2024-08-22T22:00:00.000+03:00	DIR	52%	36%	53	W	de	3	22988	6/8/32	21%	18%	415 -> 425	+10
2024-08-22T22:00:00.000+03:00	DIR	52%	36%	53	W	doge	5	19152	9/12/23	40%	17%	436 -> 446	+9
2024-08-22T21:00:00.000+03:00	DIR	48%	225%	67	L	emperor	3	12964	4/12/13	22%	17%	497 -> 482	-15
2024-08-22T21:00:00.000+03:00	DIR	48%	225%	67	L	gantz	1	12321	6/11/11	23%	16%	685 -> 669	-15
2024-08-22T21:00:00.000+03:00	DIR	48%	225%	67	L	imba	4	17584	14/6/7	4%	31%	630 -> 627	-3
2024-08-22T21:00:00.000+03:00	DIR	48%	225%	67	L	de	2	14231	1/9/18	16%	16%	426 -> 415	-11
2024-08-22T21:00:00.000+03:00	DIR	48%	225%	67	L	aizlkel	5	9797	3/15/16	33%	19%	232 -> 209	-22
2024-08-22T21:00:00.000+03:00	RAD	48%	225%	67	W	deniska	1	31994	13/0/15	0%	23%	697 -> 714	+16
2024-08-22T21:00:00.000+03:00	RAD	48%	225%	67	W	bnc	2	17193	10/6/24	14%	18%	417 -> 429	+12
2024-08-22T21:00:00.000+03:00	RAD	48%	225%	67	W	pizza	5	10277	3/11/26	58%	14%	300 -> 310	+9
2024-08-22T21:00:00.000+03:00	RAD	48%	225%	67	W	yak	3	19307	12/8/21	17%	18%	491 -> 504	+12
2024-08-22T21:00:00.000+03:00	RAD	48%	225%	67	W	sobol3w	4	14925	15/4/20	8%	24%	499 -> 516	+16
2024-08-20T23:30:00.000+03:00	RAD	44%	12%	64	L	doge	4	7939	3/13/14	27%	19%	454 -> 436	-17
2024-08-20T23:30:00.000+03:00	RAD	44%	12%	64	L	yak	3	17755	13/9/8	5%	29%	495 -> 491	-3
2024-08-20T23:30:00.000+03:00	RAD	44%	12%	64	L	bnc	2	12200	5/7/14	8%	22%	422 -> 417	-5
2024-08-20T23:30:00.000+03:00	RAD	44%	12%	64	L	pizza	5	7024	3/17/8	50%	15%	332 -> 300	-32
2024-08-20T23:30:00.000+03:00	RAD	44%	12%	64	L	deniska	1	15530	6/5/1	8%	12%	703 -> 697	-5
2024-08-20T23:30:00.000+03:00	DIR	44%	12%	64	W	katokan	4	16803	12/7/30	9%	24%	654 -> 670	+16
